Product_Name,Total_Price,Price_Per_Unit,Unit_Value,Unit
Pure Honey | 9 Gram Single Serve Packet | Kosher | Bits N Things | (200 Count),29.99,96.7419,0.31,Ounce
"The Spice Hunter Mediterranean Bay Leaves, Whole, 0.14-Ounce Jar",13.47,96.2143,0.14,Ounce
NEST New York Mini Perfume Oil Set,48.0,96.0,0.5,Fl Oz
ORGANIC VALLEY Certified Ghee Clarified Butter 4Pack (13oz Each),95.99,95.99,1.0,Count
"Albanese World's Best 12 Flavor Gummi Bears, Low Sodium, Fat Free, Gluten Free, 1 Ounce Bag of Candy (Pack of 200)",95.96,95.96,1.0,Ounce
Aurora® Snuggly Hugga-Wug Bear™ Stuffed Animal - Comforting Companion - Imaginative Play - Black 27 Inches,95.57,95.57,1.0,Count
"Spice Islands Whole Bay Leaf, 0.14 Oz",13.34,95.2857,0.14,Ounce
"Dried Spinach Flakes by It's Delish, 5 lbs Bulk Bag",95.0,95.0,1.0,Count
"igourmet 4 Countries of Europe Cheese in Gift Box - Includes Gouda Cheese, Creamy Blue Cheese, Red Leicester Cheese, Mahon Cheese, and Crackers - Specialty Cheese From Spain, France, UK.",94.99,94.99,1.0,Count
"Coffee,house Blend- Orinoco Coffee & Tea Ltd- pack of 6-12 oz",94.99,94.99,1.0,Count
igourmet Mouthwatering Champagne Cheese Sampler and Assortment in Gift Box (26.2 ounce),94.99,94.99,1.0,Count
COFFEE WHOLE BEAN PERU OFT,94.99,94.99,1.0,Ounce
COFFEE WHOLE BEAN MOCHA J OFT,94.99,94.99,1.0,Ounce
"Dried Peaches by Its Delish, (10 lbs)",94.99,94.99,1.0,Count
COFFEE WB SUMATRA TAKENGON,94.99,94.99,1.0,Ounce
Chili Lime Pickle Bulk Wholesale 12 Pack-Chillime Pickles In A Pouch-Spicy Sour Lime Flavored Pickles Snacks. The Tiktok Trend Item by Food Crush,94.98,94.98,1.0,Count
"From You Flowers - Chocolate Covered Caramel Treats for Birthday, Anniversary, Get Well, Congratulations, Thank You, All Occasions",94.97,94.97,1.0,Count
"From You Flowers - Dark Chocolate Rose Bouquet - Pink for Birthday, Anniversary, Get Well, Congratulations, Thank You, All Occasions",94.97,94.97,1.0,Count
"From You Flowers - Chocolate Rose Bouquet - Pink for Birthday, Anniversary, Get Well, Congratulations, Thank You, All Occasions",94.97,94.97,1.0,Count
"Muffin Town, Smart Choice Chocolate Chip Muffins, 3.6 oz, (48 count)",94.91,94.91,1.0,Count
"Dominex Naples Batter Dipped Peeled Eggplant Cutlet, 10 Pound - 1 each.",94.23,94.23,1.0,Count
"Fish Breaded Surfburger - Patty, 3 Ounce 52-54 Pieces, 10 Pound -- 1 each.",94.16,94.16,1.0,Count
"Josephs Gourmet Pasta Cheese Sacchetti, 2-3 Pound",94.09,94.09,1.0,Count
VineCo Original Series Chilean Sauvignon Blanc Wine Making Ingredient Kit,94.0,94.0,1.0,Count
VineCo Original Series California Liebfraumilch Wine Making Ingredient Kit,94.0,94.0,1.0,Count
VineCo Original Series Chilean Matador Red Wine Making Ingredient Kit,94.0,94.0,1.0,Count
VineCo Original Series Italian Sangiovese Wine Making Ingredient Kit,94.0,94.0,1.0,Count
VineCo Original Series California White Zinfandel Wine Making Ingredient Kit,94.0,94.0,1.0,Count
VineCo Original Series California Pinot Noir Wine Making Ingredient Kit,94.0,94.0,1.0,Count
Halloween Cheese Assortment (2.1 pound),93.99,93.99,1.0,Count
"Roxy & Rich Fondust Powder Food Color, Egg Yellow 4 Grams",13.15,93.9286,0.14,Ounce
"Carlos V Milk Chocolate Bars, 0.75-Ounce Bars (Pack of 96)",59.99,93.7344,0.64,Ounce
"CoverGirl Perfect Point Plus Eyeliner Pencil, Espresso, Long-Lasting, Versatile Brown Eyeliner, Soft Smudging Tip, No Sharpening Needed, Pack of 1",7.49,93.625,0.08,Ounce
Woodstock Organic Tomato Ketchup - Case of 12 - 32 oz.,93.49,93.49,1.0,Count
"HC Brill Smokey Mountain Maple Icing, 23 Pound -- 1 each.",93.34,93.34,1.0,Count
"Lehi Roller Mills, Cookie Mix, Pumpkin Chocolate Chip (Pack of 14)",93.17,93.17,1.0,Count
"Gourmet Dehydrated Potato Dices by Its Delish, 10 Lbs Bulk Bag | Dried Chopped Potatoes | Raw Dry Vegetables for Cooking, Camping, Backpacking, Emergency Food Supply | Natural, Vegan, Kosher",93.1,93.1,1.0,Count
igourmet German Cambozola Black Label Cheese (7.5 ounce) - Pack of 3,93.09,93.09,1.0,Count
Easter Basket for Kids Sunshine Little Duckling Gift Pail Yellow with Toys and Candy,92.99,92.99,1.0,Count
"Dell Alpe Pepper Red Halves, 24 Oz (Pack Of 12)",92.99,92.99,1.0,Count
Classic Chilean Diablo Rojo Wine Ingredient Kit,92.99,92.99,1.0,Count
"Salsa Seasoning by Its Delish, (10 lbs)",92.9,92.9,1.0,Count
"Smoke Steak Seasoning by Its Delish, (10 lbs)",92.9,92.9,1.0,Count
"Premium Cracked Black Pepper Peppercorns by Its Delish, 10 Lbs Bulk Bag | Gourmet Freshly Coarse Ground Peppercorn For Grinder Refill and Kitchen Use - Spice Seasoning | Vegan, Kosher Spices",92.9,92.9,1.0,Count
"Seafood Seasoning by Its Delish, (10 lbs)",92.9,92.9,1.0,Count
"No Salt Seasoning (Spices, Herbs & Dried Vegetables blend) by Its Delish, (10 lbs)",92.9,92.9,1.0,Count
"Louisiana Fish Seasoning by Its Delish, (10 lbs)",92.9,92.9,1.0,Count
LorAnn Super Strength Pack #3 of 12 Savory Flavors in 1 ounce bottles,92.64,92.64,1.0,Count
"Marzetti Blue Cheese Dressing, Single Serve Packets, 1.5 oz., 120 Count",92.43,92.43,1.0,Count
"A.1. Original Steak Sauce (1 gal Jugs, Pack of 2)",184.41,92.205,2.0,Count
"L'Oréal Paris True Match Loose Powder Mineral Foundation, Soft Ivory, 0.35 oz.",32.24,92.1,0.35,Ounce
California Delicious Golden Ghirardelli Tower Gift Set,91.99,91.99,1.0,Count
"Gourmet White Chocolate Covered Hazelnuts by Its Delish, 10 lbs Bulk | White Milk Chocolate Coated Hazel Nuts, Kosher Dairy",91.99,91.99,1.0,Count
Smuckers® Strawberry Jam - 200 case 6.25lb,45.94,91.88,0.5,Ounce
"Smucker's Apple Butter, 200 Count",45.74,91.49,0.5,Ounce
Boulart Original Demi Ciabatta Baguette -- 36 per case.,91.33,91.33,1.0,Count
A Gift Inside BTB Medium Box,91.32,91.32,1.0,Count
Roland Artichoke Quarters 88 Oz (Pack Of 6),91.26,91.26,1.0,Count
"Hearty Traditions Regular Sugar Instant Oatmeal, 1 Ounce -- 200 per case.",91.1,91.1,1.0,Fl Oz
Fentimans Victorian Lemonade (6x4Pack ),90.8,90.8,1.0,Count
"L'Oréal Paris Double Extend Beauty Tubes Lengthening Mascara, Black, 0.33 fl. oz.",15.34,90.2353,0.17,Fl Oz
Laural Home Lakeview Birches 2'x3' Accent Rug 2'x3',90.09,90.09,1.0,Count
igourmet Assortment of Winter Cheeses (30 ounce),89.99,89.99,1.0,Count
Alder Creek Gift Baskets Father's Day Classic Barbeque Gift Tin - Help Dad Create The Perfect BBQ',89.99,89.99,1.0,Count
Equal Exchange Organic Baking Cocoa ( 6x8 OZ) ( Value Bulk Multi-pack),89.99,89.99,1.0,Count
"READYWISE - Whey Milk Alternative Bucket, 120 Servings, Emergency, MRE Meal & Drink Supply, Premade, Freeze Dried Survival Drink for Hiking, Adventure and Camping Essentials, Individually Packaged, 25 Year Shelf Life",89.99,89.99,1.0,Count
"Primal Kitchen Mayo Pesto Avocado Oil, 12 Oz (Pack Of 6)",89.99,89.99,1.0,Ounce
"Cajun Spice Blend by Its Delish, (10 lbs)",89.99,89.99,1.0,Count
"Kellogg's Keebler Grahams Crackers, Bug Bites Cinnamon, 1 Oz. Snack Packs (Box of 210)",89.99,89.99,1.0,Ounce
"From You Flowers - Sweet & Savory Snackin' Gift Basket for Mother's Day, Birthday, Anniversary, Get Well, Congratulations, Thank You, All Occasions",89.98,89.98,1.0,Count
Organic Stores Gift Baskets Simply Sugar Free Gift Basket,89.97,89.97,1.0,Count
"Snacking Easter Gift Basket with Chocolate Bunny, Marshmallow Bunnies, and Jelly Beans",89.97,89.97,1.0,Count
"From You Flowers - Classically Chic Snack Basket for Birthday, Anniversary, Get Well, Congratulations, Thank You, All Occasions",89.97,89.97,1.0,Count
"From You Flowers - Bright Blue Dendrobium Orchids with Glass Vase (Fresh Flower Bouquets) Birthday, Anniversary, Get Well, Congratulations, Thank You, All Occasions",89.97,89.97,1.0,Count
"From You Flowers - Chocolate Dipped Nuts Gift Tray for Birthday, Anniversary, Get Well, Congratulations, Thank You, All Occasions",89.97,89.97,1.0,Count
"From You Flowers - Purple Dendrobium Orchids - Deluxe with Glass Vase (Fresh Flower Bouquets) Birthday, Anniversary, Get Well, Congratulations, Thank You, All Occasions",89.97,89.97,1.0,Count
"Elis Apple Bavarian Tart, 93 Ounce -- 2 per case.",179.73,89.865,2.0,Count
"Hicks Hickory Smoked Boneless Pulled Pork No Sauce, 5 Pound -- 2 per case.",179.63,89.815,2.0,Count
"Burt's Bees Burt's Bees 100% Natural Origin Moisturizing Lip Balm, Original Beeswax with Vitamin E & Peppermint Oil, 1 Tube, 0.04 ounce",3.58,89.625,0.04,Ounce
Malher Suave Rico Seasoning 0.4 oz - Sazonador (Pack of 24),89.56,89.56,1.0,Count
"Sara Lee Bistro Collection Round Malted Chocolate Caramel Pie, 10 inch -- 2 per case.",178.82,89.41,2.0,Count
"Sweet Sticks Metallic Luster Dust Color Powder, 4 Grams Pure Gold",12.54,88.8731,0.14,Ounce
Gift Basket Drop Shipping Surprise Birthday Gift for Him,88.37,88.37,1.0,Count
"Azar Nut Topping - Golden Raisin, 5 Pound -- 1 each.",88.27,88.27,1.0,Count
"Bees Knees Spicy Honey Sticks, 50 Sticks, 1tsp each, Wildflower Hot Honey Straws Mixed with Habanero Peppers, Foodie Gifts, Hot Sauce Gifts",14.99,88.1765,0.17,Ounce
"Bees Knees Salted Honey Sticks, 50 Sticks, 1 tsp Each, Wildflower Honey Straws Blended with Sea Salt, Foodie Gifts, Unique Gift Ideas",14.99,88.1765,0.17,Ounce
"PACIFIC FOODS BROTH CHKN LS, 32 OZ, PK- 12",88.11,88.11,1.0,Count
"Dried Nectarines XF by Its Delish, (10 lbs)",87.99,87.99,1.0,Count
"Bob's Red Mill Organic Pumpkin Seeds, 12oz (Pack of 4) - Non GMO, Vegan, Paleo Friendly, Keto Friendly, Kosher",87.98,87.975,1.0,Count
"Alder Creek Gift Baskets Espresso Martini Gift Basket with Martini Mix, Shaker, and Treats",87.48,87.485,1.0,Count
Bread Crumbs Japan Coarse 25 Pound,87.48,87.48,1.0,Count
"Culturelle Baby Probiotic + Vitamin D Grow & Thrive Drops, 0.30 oz, Infant Probiotics Supplement, Supports Health Development",26.12,87.0667,0.3,ounce
"Spiceology – Ultimate Rub Collection – 12 Gourmet Spices & Seasonings Set for Grilling, BBQ & Cooking – Perfect Spice Gift Set for Cooks, Grill Masters & Foodies – BBQ Gifts & Spice Rub Gift Set",86.99,86.99,1.0,Count
"Gourmet Toffee Coated Hazelnuts by Its Delish, 10 lbs Bulk Bag | Butter Flavored Candied Roasted Hazelnut Covered | Sweet Crunchy Caramelized Nuts Candy Snack | Dairy Free, Vegan, Kosher",86.99,86.99,1.0,Count
"Gourmet Milk Chocolate Covered Cashews by Its Delish, 10 lbs Bulk Bag",86.99,86.99,1.0,Count
"Gourmet Dark Chocolate Covered Cashews by Its Delish, (10 lbs)",86.99,86.99,1.0,Count
"VEGGIE GOS Organic Mountain Berry Spinach Fruit And Veg Strip, 0.42 OZ",36.46,86.8095,0.42,Ounce
Lean Cuisine Meal Bundle (Pack of 10) (Carb Conscious),86.54,86.54,1.0,Count
Mix Yeast Raised Donut 50 Pound,86.34,86.34,1.0,Count
Pillsbury Yeast-Raised Tender Rise Donut Mix,86.31,86.31,1.0,count
"Cadbury Twirl Bites, 109 g",9.4,86.2385,0.11,kg
"O'Creme Edible Cocktail Glitter – 4 Grams Edible Glitter for Drinks – Food-Grade Edible Brew Drink for Cocktails, Champagne, Water, Wine, Garnish – Vegan, Gluten-Free – Kosher Cocktail Glitter – Clear",12.12,85.8965,0.14,Ounce
"O'Creme Edible Cocktail Glitter – 4 Grams Edible Glitter for Drinks – Food-Grade Edible Brew Drink for Cocktails, Champagne, Water, Wine, Garnish – Vegan, Gluten-Free – Kosher Cocktail Glitter – Gold",12.12,85.8965,0.14,Ounce
"O'Creme Edible Cocktail Glitter – 4g Edible Glitter for Drinks – Food-Grade Edible Brew Drink for Cocktails, Champagne, Water, Wine, Garnish – Vegan, Gluten-Free – Kosher Cocktail Glitter – Silver",12.12,85.8965,0.14,Ounce
"Bakery De France Silver Dollar Brioche ,1ounce -- 90 per case",85.89,85.89,1.0,Fl Oz
"Neutrogena Hydro Boost Moisturizing Lip Gloss, Hydrating Non-Stick and Non-Drying Luminous Tinted Lip Shine with Hyaluronic Acid to Soften and Condition Lips, 60 Vibrant Raspberry, 0.10 oz",8.58,85.8,0.1,oz
"Giusti Custom-Engraved Traditional Aged Balsamic Vinegar of Modena DOP - 25 Years, Extra Vecchio Aceto Balsamico With Wooden Box & Personalized Golden Plate -Made in Italy Gift Set - 3.4 fl oz (100ml)",289.99,85.7959,3.38,Fl Oz
"O'Creme Edible Luster Dust & Paint, Food-Grade Edible Dust Cake Decorations: 4 Grams Baking Edible Glitter Decorating for Cookie, Fondant, Icing, Petal, Flower, Cupcake and Cake Pop - Classic-Green",12.1,85.7548,0.14,Ounce
"O'Creme Edible Luster Dust & Paint, Food-Grade Edible Dust Cake Decorations: 4 Grams Baking Edible Glitter Decorating for Cookie, Fondant, Icing, Petal, Flower, Cupcake and Cake Pop - Lavender-Purple",12.1,85.7548,0.14,Ounce
"O'Creme Edible Luster Dust & Paint, Food-Grade Edible Navy-Blue Dust Cake Decorations: 4 Grams Baking Edible Glitter Decorating for Cookie, Fondant, Icing, Petal, Flower, Cupcake and Cake Pop - Navy-Blue",12.1,85.7548,0.14,Ounce
"Neuhaus Belgian Chocolate Easter Egg Ballotin 1.1 lb Assorted Chocolate Eggs - +/- 46 Chocolate Eggs Assorted Milk, White & Dark Chocolate – Gourmet Easter Chocolate Gift",85.5,85.5,1.0,Count
Mom's Best Cereal Sweetened Wheat Fuls Cereal ( 12x24 OZ) ( Value Bulk,85.49,85.49,1.0,Count
Whole Fancy Pitted Dates 15 lbs,85.34,85.34,1.0,Count
"KISS Everlasting French Pedicure Kit, Chip-Free Glue-On Fake Toenails, Real Short Length, Style “Limitless”, Flexi-Fit Technology, Pink Gel Nail Glue, Mini File, Manicure Stick & 24 False Toenails",5.97,85.2857,0.07,pound
"Stratas Foods Salad Soy Shortening Fry Clear Liquid Oil, 35 Pound -- 1 each.",85.23,85.23,1.0,Count
"Illy Medium Grind Medium Roasted Coffee, 8.8 Ounce -- 6 per case.",85.11,85.11,1.0,Count
"Kraft Philadelphia Original Cream Cheese Spread - Pouch, 1 Ounce -- 100 per case. by N/A",85.02,85.02,1.0,Fl Oz
"GreatFoods Succulent Fruit & Snacks Deluxe Tower, Premium Gift Tower, Fruit Gift Basket, Snack Gift Basket, Gourmet Food Gifts, Corporate Gifts",84.99,84.99,1.0,Count
"GREATFOODS Spa Gift Set, Self-Care Gifts, Relaxation Gifts, Cherry Blossom, Whole Body, Skin Care Sets and Kits",84.99,84.99,1.0,Count
"SPIRIT OF ART SAFFRON - Grade A+ Premium Pure Organic Spanish Saffron, Saffron Threads For Cooking And Drink, 100% Pure World's Finest Saffron, (5 Grams | 0.18 Ounce)",14.99,84.9773,0.18,Ounce
"| SPIRIT OF ART ⇄ SAFFRON | Premium Spanish Saffron, 100% Natural And Hand Picked, Grade A+, Natural Color, Natural Smell, Pleasant Aroma, 5 Grams ≈ 0.18 Ounce",14.99,84.9773,0.18,Ounce
"From You Flowers - Classic Fruit & Belgian Chocolate Treats Gift for Birthday, Anniversary, Get Well, Congratulations, Thank You, All Occasions",84.97,84.97,1.0,Count
"Revlon Ultra HD Matte Lipcolor, HD Kisses",16.99,84.95,0.2,ounce
"Arctic Farms Freeze Dried Ice Cream Bits Bagged and Boxed - Does Not Melt (1lb, Lemon Custard)",84.95,84.95,1.0,Count
"Arctic Farms Freeze Dried Ice Cream Bits Bagged and Boxed - Does Not Melt (1lb, Snow Apple)",84.95,84.95,1.0,Count
"Arctic Farms Freeze Dried Ice Cream Bits Bagged and Boxed - Does Not Melt (1lb, Orange)",84.95,84.95,1.0,Count
"Arctic Farms Freeze Dried Ice Cream that Does Not Melt (1 Ounce, Snow Apple)",84.95,84.95,1.0,Ounce
"Chefs Finest Fine Grind Cracker Meal, 25 Pound -- 1 each.",84.93,84.93,1.0,Count
The Useful Gardener Gift Set,84.83,84.83,1.0,Count
"Oceanway Seafood Imitation Breaded Mini Shrimp, 7.5 Ounce -- 12 per case.",84.77,84.77,1.0,Count
Kuumba Made Egyptian Musk Fragrance Oil 0.5 fl oz (15ml) | Alcohol Free,42.37,84.74,0.5,Fl Oz
"Sweet Street Salted Caramel Vanilla Crunch Cake, 4.87 Pound -- 2 per case.",169.43,84.715,2.0,Count
Pillsbury Yeast-Raised Elite Donut Mix,84.65,84.65,1.0,count
Napoleon Garlic Cloves,84.51,84.51,1.0,Count
"Sweet Sticks Metallic Luster Dust Color Powder, 4 Grams Jungle Green",11.78,84.1429,0.14,Ounce
Whole Raw Unsalted Cashews - Shell Off : 5 LB (5 pound),83.98,83.98,1.0,Count
"Free and Gentle Laundry Detergent, 32 Loads, 42 oz Bottle, 6/Carton",83.81,83.81,1.0,Count
Alpen Original Muesli Cereal - Case of 12 - 14 oz.,83.49,83.49,1.0,Count
A Very Special Thank you Gourmet Gift Basket,83.23,83.23,1.0,Count
"Seawatch Fresh Super Breaded Clam Strip, 5 Pound -- 2 per case.",166.21,83.105,2.0,Count
If You Care Bags - Snack And Sandwich - Paper - Unbleached - 48 Count - Case Of 12,83.08,83.08,1.0,Count
Wild Planet Wild Albacore Tuna in EVOO (12/5 OZ) ( Value Bulk Multi-pack),82.99,82.99,1.0,Count
HP Color Combo Pack Original Ink Cartridges (940),82.99,82.99,1.0,count
Cattleman Barbecue Sauce Classic 5 Gallon -- 1 Each,82.99,82.99,1.0,Count
"Wisconsin Cheese Company - Grand Cheese & Sausage Gift Box - 100% Wisconsin Cheddar & Pepper Jack Cheese, Sausage, Crackers, Pretzel & Mustard | Perfect for Parties, Charcuterie Boards and Birthday Gifts | Great Father's Day Gift",82.99,82.99,1.0,Count
"Original Bueno Coffee Substitute (2-3 pound bags) 2-3OR, garbanzo bean coffee",82.95,82.95,1.0,Count
"Rotellas Sliced White Hoagie, 5 inch to 6 inch -- 54 per case.",82.66,82.66,1.0,Count
Woodstock Organic Tomato Ketchup - Case of 12 - 20 oz.,82.18,82.175,1.0,Count
"Executive Suite Seattle Roast Coffee, 2.5 Oz., Box Of 42",82.09,82.09,1.0,Count
"O'Creme Edible Cocktail Glitter – 4 Grams Edible Glitter for Drinks – Food-Grade Edible Brew Drink for Cocktails, Champagne, Water, Wine, Garnish – Vegan, Gluten-Free – Kosher Cocktail Glitter – Black",11.57,81.9986,0.14,Ounce
"Organic Macadamia Nuts Raw by It’s Delish, 5 lbs Bulk | Unsalted and Unroasted Macadamia Nuts Bulk for Healthy Baking, Snacking, and Cooking | Vegan & Kosher",81.99,81.99,1.0,Count
Melissa & Doug Vanity Play Set | Pretend Play | 3+ | Gift for Boy or Girl,81.99,81.99,1.0,Count
"Gourmet Toasted Unsweetened Coconut Chips by Its Delish – 10 LBS Bulk Bag – Healthy Creative Snacks Favorite Food Crunch – Great For Snacking, Baking and Decorating",81.99,81.99,1.0,Count
"California Walnut Halves & Pieces, Raw, Shelled Walnuts by It's Delish, Bulk | 100% All Natural Raw Unsalted Nuts for Keto Baking and Snacking (10 lbs)",81.99,81.99,1.0,Count
Whole Strawberry Filling 2 gallon,81.77,81.77,1.0,Count
"Portion Pac Mrs.ButtersWorth Syrup, 1 Ounce -- 200 per case.",81.52,81.52,1.0,Ounce
Shari’s Tea – Drip Tea Filter – Individual Pre-Filled Loose Leaf Tea Pour-Over Filter (12 ct.) (Last Mango In Jamaica),23.0,81.5025,0.28,Ounce
"GLUTINO COOKIE VNLA CRM GF, 10.5 OZ, PK- 12",81.49,81.49,1.0,Count
"Delallo Seasoning Pizza 4Vrty, 3.2 Oz (Pack Of 12)",81.46,81.46,1.0,Ounce
"PACK OF 12 - Tony Packo's Sweet Hot Pickles And Peppers, 24 oz",81.37,81.37,1.0,Count
Whole Peach Fruit Filling 2 gallon,81.29,81.29,1.0,Count
"Florida Crystals Inc Organic Sugar, 25 pound - 1 each",81.29,81.29,1.0,Ounce
Gourmet Gift Metropolitan Sophistication Gourmet Snack Gift Basket,81.29,81.29,1.0,Count
"Lehi Roller Mills, Cookie Mix, Pumpkin Chocolate Chip (Pack of 12)",81.26,81.26,1.0,Count
Bethany Housewares Lefse Accessory Kit with Flour Mix,80.99,80.99,1.0,Count
"Whole Black Peppercorns by It's Delish – 10 lbs Bulk Bag – Whole Black Pepper - Premium Dried Peppercorns for Grinder Refill – All Natural, Kosher & Fresh",80.99,80.99,1.0,Count
Eden Brothers Swamp Milkweed Seeds - Carmine,12.82,80.125,0.16,Ounce
"Sqwincher Liquid Concentrate, Strawberry Lemonade, 64 fl oz (Pack of 6)",80.1,80.1,1.0,Count
Royal Amber Osetra Caviar - Russian Sturgeon Roe - Giaveri Italian (16 ounce (450 grams)),1280.0,80.0,16.0,Ounce
"Dulcet Gift Baskets Favorite Decadent Carrot Cake with Cream Cheese Dessert Gift Box of 2 Trays the for Holidays, Birthday, Sympathy, Get Well, & Family or Office Gatherings for Men & Women",79.99,79.99,1.0,Count
"GreatFoods Premier Sweets and Treats Grande Gift Basket with Sympathy Ribbon, Sympathy Gifts, Condolence Gifts, Gourmet Food Gifts",79.99,79.99,1.0,Count
"Birthday Gift Baskets, Gourmet Food Gift Baskets for Women Him Her, Mom Dad, College Student, Military Trainee, Teens, Friends, By Dulcet Gift Baskets",79.99,79.99,1.0,Count
Gourmet Sweet Potato Pie (Supreme),79.99,79.99,1.0,Count
"A Spice Affair's Holy Grill 12-Pack BBQ Grill Spice Sets with Spices Included | Barbecue Grill Seasoning Gift Set | Pork Montreal Steak Seasoning, Hamburger, Meat Rub Starter Spice Kit for Grilling",79.99,79.99,1.0,Count
"Congratulations Food Gift Baskets For Friends, Families, Co-workers, Boss, Neighbor, Corporates Clients, Parents, & Grandparents By Dulcet Gift Baskets",79.99,79.99,1.0,Count
"Giusti Italian Balsamic Vinegar Gift Set – Gourmet Collection of 3 Aceto Balsamico di Modena-Based Condiments, Matured in Single Wood Barrels: Oak, Juniper, and Cherry - 3 x 1.69 fl oz (3 x 50 ml)",79.99,79.99,1.0,Count
Gourmet Sweet Potato Pie (Dutch),79.99,79.99,1.0,Count
"GreatFoods Classic Gourmet Gift Basket - Grande, Food Gifts, Corporate Gifts, Holiday Gifts",79.99,79.99,1.0,Count
255 pcs Christmas Gift Tin with Holiday Chocolate Candy Mix (3.7 lb),79.99,79.99,1.0,Count
"Ugandan Vanilla Beans Whole Grade A Vanilla Pods for Homemade Vanilla Extract, Baking, Ice Cream, Flavoring, & Vanilla Powder (8 Ounce)",79.99,79.99,1.0,Count
Dulcet Gift Baskets Happy Valentines Aroma Therapy Candle Gift Box ‘Classic Tin Treats Within’ Featuring a Variety of Brownies and Cookies Love Gift Idea for Him and Her with On time Delivery,79.99,79.99,1.0,Count
"Thank You Gift Baskets, Thinking of You Gourmet Food Gift Baskets for Women, Son Dad, Wife, Friends & Corporate Office Gifting By Dulcet Gift Baskets",79.99,79.99,1.0,Count
"From You Flowers - Deluxe Designer Cookies for Birthday, Anniversary, Get Well, Congratulations, Thank You, All Occasions",79.98,79.98,1.0,Count
"From You Flowers - Care Package Snack Crate for Birthday, Anniversary, Get Well, Congratulations, Thank You, All Occasions",79.98,79.98,1.0,Count
Farm Direct Red Roses | 50 Fresh Red Roses Flowers for Delivery,79.98,79.98,1.0,Count
"From You Flowers - Premium Belgian Chocolate Covered Almond and Cashew Tray for Birthday, Anniversary, Get Well, Congratulations, Thank You, All Occasions",79.98,79.98,1.0,Count
"From You Flowers - Dried Fruit and Nut Gift Box for Birthday, Anniversary, Get Well, Congratulations, Thank You, All Occasions",79.97,79.97,1.0,Count
"From You Flowers - Go Nuts For Donuts Bouquet for Birthday, Anniversary, Get Well, Congratulations, Thank You, All Occasions",79.97,79.97,1.0,Count
"Happy Gift Baskets, Food Gifts, Gift Basket for Women, Kids, Friends, Family, Him, Her, Girls & Boys By Dulcet Gift Baskets",79.95,79.95,1.0,Count
"Variety, 100% Grass-fed/finished, Non-GMO Beef Sticks. No Added Nitrates, Gluten, Soy, MSG, Dairy or Nuts. Keto, Whole30 & Paleo (16 Original, 16 Smokey Sweet, 16 Jalapeno, 48 Count, 1-oz Sticks)",79.95,79.95,1.0,Count
VineCo Niagara Mist Raspberry Wine Ingredient Kit,79.95,79.95,1.0,Count
"Iowa Smoked Variety, No Sugar, 100% Grass-fed & finished, Non-GMO Beef Sticks. No Nitrates, Gluten, Soy, MSG, Dairy or Nuts. Keto, Whole30 & Paleo Friendly (16 Org, 16 Garlic, 16 Jala, 48 Cnt, 1-oz)",79.95,79.95,1.0,Count
Wine Country Gift Baskets The Good Morning Breakfast in Bed Collection,79.95,79.95,1.0,Count
"LorAnn SS Variety pack, 1 dram (.0125 fl oz - 3.7ml) bottles - 5 pack",9.99,79.92,0.12,Fl Oz
"Watkins Organic Chives, 0.2 oz., 1 Count",15.97,79.85,0.2,Ounce
"Otis Spunkmeyer Sweet Discovery Oatmeal Raisin Cookies, 2 Ounce -- 160 per case",159.54,79.77,2.0,Ounce
"Bridgford Foods White Ranch Yeast Roll Dough, 1.5 Ounce -- 240 per case.",119.64,79.76,1.5,Fl Oz
"Pacific Merchants Acacia Wood Round Calabash Salad Bowl, Large Salad Bowl 12-inch by 4-inch, Hand Made, Sustainable, Acacia Wood Serving Bowl",79.55,79.55,1.0,Count
"Hopes Gourmet All Butter Lemon Cooler Cookie Dough, 2.5 Ounce -- 128 per case.",198.85,79.54,2.5,Fl Oz
"Sqwincher 030325FP Liquid Concentrate Electrolyte Drink, Fruit Punch, 64oz Bottles, 6/Carton",79.47,79.47,1.0,Count
Dececco Pasta Spaghetti Pasta ( 20x16 OZ),79.12,79.12,1.0,Count
"FRONTIER Whole Bay Leaf, 0.15 OZ",11.85,79.0,0.15,Ounce
"Comvita Manuka Honey UMF 18+ (MGO 696+) - Raw Manuka Honey New Zealand, Pure & Unpasteurized, Superfood for Immune Health, Use in Tea, Wild, Monofloral, Non-GMO - 250g (8.8 oz)",78.99,78.99,1.0,Fl Oz
"DOL Fish Glue,Rich in Collagen Dried Seafood Fish Maw Roll Natural Sun Dried (Small 8oz/bag)",78.99,78.99,1.0,Count
Woodstock Organic Pecan - Halves - Case of 8 - 4.5 oz.,78.97,78.97,1.0,Count
"Primal Kitchen Mayo Chipotle Lime, 12 Oz (Pack Of 6)",78.86,78.86,1.0,Ounce
MIX PANCAKE,78.85,78.85,1.0,Ounce
"Post Shredded Wheat Frosted Strawberry Cereal, 1 Ounce -- 96 per case.",78.66,78.66,1.0,Fl Oz
Gift Basket Village Downhome Breakfast Gift Basket,78.54,78.54,1.0,Count
"L'Oreal Paris Cosmetics Infallible Pro-Matte Liquid Lipstick, Plum Bum, 0.21 Fluid Ounce",16.49,78.5238,0.21,Fl Oz
"Roxy & Rich Fondust Powder Food Color, Super Red 4 Grams",10.99,78.5,0.14,Ounce
